Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh
Chicago,26-03-2024 21:43,-4.62554322,31.67728722,1.813177049,5.708755615
San Antonio,02-02-2024 09:21,15.90635562,48.67495829,3.455986982,22.30203865
San Jose,24-01-2024 07:38,23.3506911,52.19351202,6.840839649,2.021266891
Houston,14-04-2024 14:47,-6.349009951,42.44213258,3.306931824,2.801855638
San Jose,30-04-2024 02:16,3.309713662,57.85001619,8.757503102,26.67098421
San Antonio,19-01-2024 15:53,-9.864613442,64.57196265,7.125241904,17.12454433
San Jose,22-04-2024 06:37,21.49598813,46.38483685,0.061138327,13.2342114
San Diego,15-03-2024 05:46,-0.954176318,70.56103711,5.886989381,20.69773581
Philadelphia,11-04-2024 16:49,2.409843532,76.16697851,1.332947475,4.384507695
San Antonio,18-05-2024 00:26,21.70357947,87.71132105,3.227305434,25.00602252
San Diego,27-01-2024 23:11,29.55007528,69.87936985,7.56843494,7.788655425
San Diego,22-01-2024 07:04,-7.983293617,62.43345137,7.012724541,2.519103486
Dallas,26-03-2024 06:13,24.04813688,30.12220303,8.34315812,20.18909052
Houston,24-02-2024 12:07,-6.747058963,68.68239217,1.027278746,25.54066717
Houston,19-04-2024 12:37,25.92075981,47.23722025,5.753523572,17.15778097
Phoenix,29-04-2024 02:02,7.255993046,52.82624534,3.122457702,18.45652662
Dallas,26-01-2024 07:07,37.86887788,88.51715327,0.878242334,16.01278136
Philadelphia,16-01-2024 23:10,0.239498415,30.41040062,0.208597572,2.994050482
Dallas,17-04-2024 02:23,29.62784415,37.89984458,4.610900208,10.95402846
Chicago,12-05-2024 22:06,5.326789853,89.08406234,9.204974557,20.27882929
New York,30-04-2024 00:34,8.706264134,52.78629532,0.061484357,11.88806025
Los Angeles,04-05-2024 11:07,1.888872135,84.3308805,5.310140565,0.522798065
Dallas,14-04-2024 08:12,23.60555114,75.97896382,8.422680192,13.05926503
Houston,20-02-2024 09:51,38.22404494,86.6642492,0.336180734,24.24154031
Houston,04-04-2024 21:01,8.707152738,65.77799701,0.826367395,6.028199741
Dallas,08-05-2024 03:05,15.3266106,66.51328817,3.884374149,13.75096991
San Jose,27-03-2024 01:20,4.145073024,47.76871059,9.929276096,10.14449753
Chicago,06-01-2024 12:04,8.215039716,50.18340669,6.768196846,18.81403838
Philadelphia,02-01-2024 04:33,-9.27977581,47.64475849,9.595563463,11.41114663
Houston,24-01-2024 00:58,-5.112794801,58.40068728,4.471322884,17.22355679
Los Angeles,23-01-2024 14:35,27.09578911,79.3239428,6.634752601,5.420853231
Dallas,23-02-2024 15:09,8.222591306,42.01562427,4.943967754,20.62960211
San Antonio,02-04-2024 23:05,21.33310691,47.29616928,7.101365383,16.47699987
San Antonio,05-04-2024 20:57,12.00350717,61.2042294,8.096822834,20.45793123
Los Angeles,22-01-2024 07:39,0.575444766,74.28397375,1.294793695,20.09191295
Dallas,11-04-2024 15:20,7.693352978,53.41515603,1.668648916,29.27398743
Houston,27-04-2024 10:26,18.86651003,69.41110258,8.892345018,29.05834354
San Antonio,20-01-2024 11:05,29.77786369,40.75773754,0.564660723,25.86741571
Los Angeles,22-01-2024 08:44,11.63931473,76.96348299,0.981350268,6.383296505
Dallas,14-04-2024 06:11,13.01694005,65.19422562,4.958931068,1.063537875
Phoenix,16-05-2024 20:48,26.75366395,73.81234527,4.28113182,18.57040392
New York,06-03-2024 11:12,9.882243833,50.83063987,4.847703137,19.68009352
Dallas,21-04-2024 21:25,29.7977643,67.80640518,9.141074845,3.652465736
San Antonio,20-03-2024 13:33,39.81265708,75.0998101,7.481082343,3.791549839
New York,29-02-2024 05:13,2.220141878,30.06963545,7.004705302,24.92913317
San Antonio,16-02-2024 09:54,18.58144911,31.31948269,4.516714516,1.14325956
Houston,21-02-2024 10:41,34.65841363,87.33508098,3.031486178,27.5233536
Phoenix,09-04-2024 19:25,-1.00116208,84.49849974,4.862832439,11.94367961
New York,21-01-2024 22:53,12.55686234,35.65443176,2.27041429,6.233830831
San Jose,10-02-2024 09:24,14.62180308,75.4692345,7.328894974,5.860546466
Los Angeles,06-03-2024 09:23,36.84748937,70.21548709,7.002841473,24.0724264
San Jose,17-05-2024 07:07,12.46763888,62.1626994,2.758600715,18.72358866
San Jose,25-04-2024 05:45,-6.002792552,70.48935522,5.291909103,28.15406657
New York,05-02-2024 09:17,18.82881283,36.51630949,4.661789321,4.997911683
Phoenix,14-04-2024 05:59,33.6648869,78.71327961,8.450703961,28.33545781
San Antonio,08-01-2024 03:18,20.64628439,30.75886785,4.607235779,23.47427372
San Antonio,16-01-2024 09:25,38.14030498,50.37583091,5.647343576,20.51201575
Phoenix,16-02-2024 13:49,19.45079038,63.63509387,3.089188472,23.72067433
Houston,16-02-2024 01:35,0.893758748,31.55831302,1.084633859,25.32839086
San Antonio,07-02-2024 04:25,18.18705012,54.62957367,1.373948225,6.355849296
Los Angeles,22-04-2024 23:05,16.86487543,62.95678966,1.872494971,5.321040292
San Antonio,05-03-2024 05:51,29.12436769,50.36022553,0.418290161,24.53732943
San Diego,17-02-2024 05:13,34.0057531,85.10189268,0.840818637,11.0422394
Houston,29-01-2024 13:03,-6.290329488,42.50397134,5.29477087,18.39853453
Houston,20-04-2024 03:20,13.33774835,85.17102224,6.248989305,18.84592575
Philadelphia,27-04-2024 02:00,-1.520185865,81.27647778,8.39905531,2.092909034
San Diego,03-04-2024 21:40,-4.262230798,67.87707107,2.930685958,14.95856908
Chicago,07-04-2024 23:03,15.60775892,57.48609072,4.067573649,15.76524294
Los Angeles,02-04-2024 00:06,24.04854347,37.14875353,7.493304914,15.00321263
Dallas,13-04-2024 00:11,-8.888426272,78.86323626,9.930204715,3.980706488
San Antonio,09-03-2024 21:30,13.57683947,76.85209875,6.964495493,21.62191871
San Jose,13-04-2024 18:28,8.474962385,75.30250266,3.962354854,19.73823852
Chicago,20-03-2024 11:23,39.23541653,56.72432699,1.72382535,1.882915904
San Jose,26-01-2024 00:32,22.19225668,43.11365293,2.816254376,27.68719845
Houston,23-02-2024 23:29,29.70510897,79.20898395,2.744235767,23.04375411
Houston,05-05-2024 21:33,-4.59695093,50.61329758,8.451960991,5.885145197
Los Angeles,30-01-2024 13:56,5.325947405,54.38570829,0.326173873,10.3229552
Dallas,02-05-2024 04:59,31.27921415,72.79579838,3.703312435,16.43493905
Houston,11-03-2024 22:20,1.937426886,76.80206755,0.681913719,19.7017649
Los Angeles,03-01-2024 13:59,3.236796977,74.14955042,8.951962893,2.329325395
Houston,21-02-2024 19:43,39.91299707,31.6229479,0.662346188,4.996876857
San Diego,17-03-2024 01:11,13.87156719,52.27056032,8.243867814,5.536221661
Los Angeles,12-03-2024 21:59,-0.754503777,46.79693998,2.08971191,1.201092593
San Antonio,25-01-2024 08:42,-1.933499216,76.338401,3.662466172,24.2076177
New York,10-02-2024 23:19,29.47440118,51.65281036,6.693330003,0.777555229
Houston,26-02-2024 06:01,29.34929993,65.06117105,8.991568329,9.778422261
Phoenix,26-01-2024 15:46,21.29903377,55.89112625,3.717931589,6.683732041
Chicago,04-05-2024 22:44,20.44264138,70.75426467,5.876985806,5.142656332
Philadelphia,10-03-2024 02:08,34.40453003,44.2205405,8.029845772,25.88003502
Dallas,16-05-2024 02:58,1.449310382,82.58797474,3.090144597,17.02559889
San Jose,02-05-2024 03:24,-0.50469375,44.24960637,1.692066023,13.24387297
Phoenix,13-03-2024 05:03,-2.485631652,88.46105851,3.535063956,13.31556564
Phoenix,19-04-2024 10:02,13.47698278,87.56387995,8.890433824,22.35055753
San Antonio,07-02-2024 01:24,24.23330723,80.64336452,5.120125907,17.05711546
Los Angeles,09-04-2024 20:46,5.31983161,81.5855645,5.072664029,15.97368015
Houston,15-01-2024 03:38,29.80133313,46.45245433,1.259094056,3.217697517
San Jose,10-01-2024 17:07,-2.155484011,48.26500351,7.385749505,23.72483261
San Antonio,26-03-2024 04:58,-5.026488588,76.20951296,8.555374225,16.78187727
New York,17-01-2024 16:13,26.79487598,66.80503512,7.23965918,0.442426646
San Antonio,05-02-2024 14:55,4.829090034,85.35904075,0.503998945,17.91876681
Phoenix,30-03-2024 16:45,-2.860326429,87.96522448,6.171419673,22.98312275
New York,02-01-2024 18:12,8.34291947,68.58908383,4.516366924,12.28739061
San Antonio,13-05-2024 05:44,-4.152494174,62.10997309,7.442268168,19.24490097
Philadelphia,21-02-2024 01:49,-0.846484705,80.55150171,1.132300095,7.767470357
Los Angeles,19-01-2024 01:16,33.42264609,83.67536882,3.268788452,20.16148374
San Diego,19-04-2024 16:07,6.162717156,41.84932633,2.666970006,10.40713994
Chicago,19-01-2024 16:00,37.72613361,54.9974238,4.099991751,3.453987574
Dallas,05-02-2024 23:27,37.6839241,74.46531854,1.197951797,29.50780215
San Antonio,05-05-2024 04:03,15.48781324,42.43967896,7.388331153,28.21305843
Phoenix,06-03-2024 21:27,-5.159956568,75.45853181,4.866102648,8.994991447
San Diego,03-03-2024 11:53,-3.390452665,37.68059199,3.313986263,6.474957565
New York,06-03-2024 19:47,35.74478727,58.43581505,5.134528177,12.24088319
Houston,12-03-2024 05:39,-3.284574312,58.10559969,9.838071655,8.306511383
San Diego,16-04-2024 17:48,17.34237887,80.04060073,3.082177201,15.10925085
Dallas,16-04-2024 14:08,0.606306645,52.96184812,8.980536411,21.95260463
San Jose,18-02-2024 00:04,14.34414761,67.13824082,9.007528876,24.87175007
San Jose,01-03-2024 20:46,7.637941478,71.63444875,3.543974352,2.355861811
Houston,28-02-2024 20:06,10.29753906,46.14634135,8.645177147,21.00378704
Chicago,01-05-2024 00:52,23.41831213,46.79353387,3.746710322,16.763627
Houston,19-03-2024 10:50,33.131535,68.90690252,3.551883311,4.292975076
Houston,25-03-2024 06:24,18.66603115,55.22157673,3.573103307,1.901778004
San Diego,20-02-2024 04:43,9.760080982,35.42547375,4.837521908,20.17684854
New York,16-02-2024 19:06,23.67099516,62.82224847,7.550448588,6.998373829
New York,06-02-2024 22:08,30.20799953,51.63237171,2.770187507,29.76393157
San Antonio,26-02-2024 06:17,-5.890236229,84.58394927,0.196810374,13.79256833
Los Angeles,19-03-2024 00:50,7.204624299,38.119175,0.011101188,8.330191438
Los Angeles,28-01-2024 18:43,27.27405882,56.71060822,2.28181269,1.410734615
Houston,21-01-2024 21:24,13.61425686,32.61760072,7.801367817,1.506869188
Dallas,15-04-2024 07:46,33.7943996,60.5875031,7.249119657,24.81876659
Phoenix,06-01-2024 23:31,-4.70420991,51.01068759,11.62376561,11.81128274
San Jose,12-04-2024 09:17,29.59915642,61.05942425,1.291805195,16.83485627
San Antonio,26-02-2024 23:31,10.16898602,66.70320844,9.446229461,28.77742421
San Antonio,17-03-2024 19:29,-3.874107302,51.56480167,1.144290487,1.282430818
San Diego,28-02-2024 09:11,27.7958079,79.31042502,1.079646595,16.4695346
Los Angeles,19-04-2024 07:31,-2.698886933,37.43887216,6.276151083,5.485132713
Los Angeles,05-05-2024 16:13,23.64004395,79.95926853,7.30602902,22.1172074
San Diego,22-04-2024 12:11,0.741844251,62.59374674,6.429442205,15.79375197
Chicago,25-01-2024 22:34,30.06436166,30.85761552,7.560231064,20.08229117
New York,20-01-2024 23:36,7.189574845,64.54241895,9.400477531,28.98369026
Phoenix,12-03-2024 14:36,-1.240445287,42.14996267,6.796623869,23.23383962
San Antonio,17-04-2024 15:14,-8.153227294,45.71492013,4.365847504,28.60741875
Phoenix,18-04-2024 22:41,35.1554676,68.13336882,7.099579702,19.58499784
Philadelphia,10-03-2024 16:22,21.20844056,63.29853516,5.180993919,23.65036622
Houston,23-02-2024 19:21,-9.217362121,41.53770544,6.284920387,16.51173238
Philadelphia,27-04-2024 06:25,12.51920526,83.39394492,6.862783353,10.12377329
San Antonio,15-01-2024 08:54,18.22119864,43.76682472,1.004827979,29.67268346
Houston,05-01-2024 20:02,4.927833265,59.99705771,7.822409305,5.282667988
New York,17-01-2024 02:43,23.21937973,72.30856467,4.292098883,17.59918861
Dallas,13-03-2024 05:38,24.33217345,51.86596248,5.996989216,3.681066962
Dallas,06-04-2024 14:25,12.14735766,47.04948539,6.018202923,3.448622037
Los Angeles,20-01-2024 18:14,32.708724,86.36253444,4.734509527,6.605436245
San Jose,12-01-2024 18:25,9.035812863,46.48948581,4.743978523,5.218776651
New York,06-04-2024 23:34,-4.004933809,32.94240365,6.815030928,16.55069739
Dallas,16-02-2024 05:00,15.49444778,68.73542604,1.242170934,6.322982414
Phoenix,21-01-2024 02:17,28.45111767,48.57248377,12.364907,21.55251417
Phoenix,21-04-2024 20:25,7.798879537,57.85974921,1.31566996,5.793155238
San Jose,09-05-2024 07:56,16.4980293,62.51254882,6.251011431,9.459504538
Phoenix,11-05-2024 13:56,0.450431116,33.96213657,0.12300747,21.62983955
San Antonio,15-01-2024 14:28,-1.789992405,62.17140078,6.653546741,22.56330061
San Diego,07-03-2024 12:42,21.59584006,83.46833281,7.475905615,5.800227107
Dallas,15-04-2024 10:45,-0.1958795,34.3357271,2.525099711,27.86985611
New York,23-03-2024 10:47,2.895308899,75.65470798,7.247451056,27.63916669
New York,09-02-2024 20:42,38.13310281,34.12362387,2.948737791,25.28264106
Los Angeles,12-03-2024 00:54,38.8879501,77.72137095,6.337254624,8.113686513
Chicago,14-03-2024 00:20,5.554565114,61.33187214,1.872695972,16.92845958
Houston,28-03-2024 21:43,25.51726828,56.11106057,9.883765152,19.89773401
Los Angeles,16-02-2024 10:49,-7.578563816,57.34096966,2.132403948,5.261002065
Houston,05-03-2024 10:45,34.17494992,35.23875593,2.042308758,9.616768767
Los Angeles,23-04-2024 15:21,-6.837714895,76.53783578,3.210439979,14.12074244
San Diego,28-04-2024 10:17,19.11067772,37.45166261,4.47764517,22.27296673
New York,14-04-2024 21:50,25.90354783,60.03454836,5.729397187,6.313537252
San Antonio,10-02-2024 00:46,-5.000897789,70.89388082,2.84326016,7.610582013
Los Angeles,15-03-2024 13:03,12.97488352,71.86146484,5.487264326,15.84048158
San Jose,16-03-2024 13:32,33.16868282,60.17287571,0.045663185,28.19631083
Dallas,05-03-2024 02:43,15.01154019,79.76292338,5.58745465,9.350309114
New York,15-05-2024 19:45,-7.511880968,31.43109436,3.243196762,3.994710498
San Diego,01-04-2024 04:32,35.26338946,81.04053164,3.508723235,11.82900422
New York,25-04-2024 10:06,7.562327242,84.34055355,7.584329401,28.17508783
Houston,17-05-2024 03:16,36.35163904,51.14259963,5.042119074,20.95117613
Houston,29-04-2024 12:19,-9.153258543,89.50633778,8.249464874,1.323678486
San Diego,01-01-2024 09:28,37.54783634,45.84553647,5.177631778,1.277793242
New York,11-04-2024 10:52,16.87686744,63.97956409,9.302662825,10.71340275
San Diego,15-04-2024 21:03,-9.643926232,85.77574641,5.940300447,23.32059884
Los Angeles,11-01-2024 10:52,-9.24248811,30.32726874,1.392238313,2.882120535
Houston,14-01-2024 11:11,17.37613825,74.69607776,1.715268822,9.649863689
Philadelphia,29-04-2024 08:23,-3.198318776,72.61916749,4.52956315,26.13973085
San Diego,01-03-2024 21:28,29.16284372,36.94415006,4.363837153,18.78810359
New York,12-03-2024 18:23,24.33192219,78.00816482,4.675495496,3.827229063
Chicago,20-04-2024 19:52,12.79473399,63.85391647,6.130764669,2.384989428
San Jose,21-03-2024 22:59,29.34148673,34.795865,4.149655615,24.64514271
Phoenix,28-03-2024 10:05,37.45864582,38.07690985,7.542208408,26.44142097
Dallas,06-04-2024 21:58,34.29477065,76.48061095,6.991426922,5.453989823
San Antonio,08-04-2024 17:06,28.82476665,71.8682939,3.881795553,5.633954399
San Diego,22-04-2024 08:29,28.21017538,89.67335912,1.29612954,21.75459425
Chicago,17-02-2024 21:14,27.52718691,79.23199891,7.925674764,22.86056746
Philadelphia,16-04-2024 09:41,29.54596713,84.14824697,8.764292556,18.82702861
Los Angeles,12-03-2024 06:56,0.883154425,72.30100887,1.746175844,10.35277233
New York,28-01-2024 17:56,12.07426778,34.04063471,4.130807402,2.046657847
Houston,12-01-2024 10:41,-6.098890638,82.47418876,3.91242779,28.08417137
Los Angeles,22-04-2024 14:49,-3.665464236,58.26169094,3.341920919,4.900866023
San Antonio,14-03-2024 13:23,-1.045905622,80.24239172,4.166835233,1.605568228
New York,17-02-2024 11:04,-0.911711384,72.17590199,0.45972846,1.137479293
New York,11-05-2024 04:55,27.99770686,51.1241202,2.78097506,10.50955451
Chicago,07-04-2024 15:17,32.18557622,61.41920228,5.7572745,7.195218714
New York,05-02-2024 08:37,2.826755661,30.21226445,2.854875346,4.755382399
New York,24-01-2024 11:32,38.08873557,53.29993878,2.334057284,8.426752098
Chicago,11-05-2024 21:11,38.35504278,80.56928376,9.451650947,7.916681681
Chicago,23-03-2024 23:38,21.44239803,87.9555615,8.160788256,22.48200069
Chicago,04-05-2024 01:42,8.08195427,63.61737794,1.927263131,0.570755126
Los Angeles,27-04-2024 20:18,36.9716141,83.01501221,2.196878046,5.638566084
San Diego,05-04-2024 07:02,-9.997602912,63.69912669,2.631298805,2.265134988
Houston,02-04-2024 22:33,21.63695979,54.99526678,2.514850507,7.113507257
San Antonio,11-05-2024 00:30,34.97081544,41.09943716,6.634656928,22.60070907
Los Angeles,31-03-2024 16:21,6.592575566,78.88226727,3.770483448,1.493526292
San Jose,17-01-2024 22:51,-5.583679856,30.79513345,2.433271132,20.76291387
New York,01-02-2024 08:03,35.38846735,30.98852413,2.660290791,18.12921195
San Jose,31-03-2024 06:38,38.63035397,75.54297749,1.153899298,7.082511959
San Diego,10-02-2024 17:42,15.63533563,51.63408239,8.012642495,20.83727379
Houston,10-02-2024 19:31,20.00239264,31.43195026,7.597693269,22.02200193
San Diego,11-03-2024 09:51,9.792365585,39.31427608,7.207138523,23.40259912
Houston,31-01-2024 11:47,16.05499148,52.35459691,9.650530045,1.981978802
San Antonio,26-04-2024 14:06,1.322026809,69.95205095,9.181153929,28.06854145
San Antonio,30-04-2024 05:24,22.31400577,48.01693238,0.81465092,25.12088441
San Jose,26-02-2024 14:29,39.1342966,73.52736893,4.21107491,13.64056985
Los Angeles,11-01-2024 21:20,10.05421198,42.55745697,3.915900965,15.77386629
San Diego,08-02-2024 00:05,9.486249448,73.33254311,2.349837043,19.3562369
Dallas,04-04-2024 13:58,-0.219674385,45.4093404,2.186721046,5.223067631
San Jose,09-04-2024 16:14,28.0977444,74.85877481,1.553623877,25.7282505
San Diego,03-03-2024 08:31,-6.141208418,89.81394349,5.154124947,21.55612925
Chicago,04-02-2024 16:53,39.39550445,45.9607338,5.620629675,26.02195016
New York,15-05-2024 15:01,6.577751131,77.17666263,0.118691929,24.47515074
Los Angeles,14-05-2024 12:30,18.60369955,50.94165159,1.074871813,17.45227154
Dallas,27-01-2024 08:18,-7.897458375,55.15960538,0.180063629,9.494978321
San Jose,21-01-2024 22:27,25.53001915,60.58223652,0.807378704,6.224368354
Chicago,16-05-2024 14:48,9.563089135,88.44440246,3.032410924,18.53406667
Chicago,10-04-2024 06:13,36.63038697,73.20832534,5.099089367,12.44573611
Phoenix,15-01-2024 22:39,30.95842871,74.51869763,4.215399709,26.31473845
San Jose,11-03-2024 08:40,7.617905265,63.44668163,2.670493971,29.50587478
Philadelphia,07-02-2024 21:07,9.252273818,40.22754431,3.703883999,28.51291104
Los Angeles,13-03-2024 01:21,12.14720755,54.95339752,9.899445832,19.05358573
San Jose,10-05-2024 22:22,-5.612299017,80.060939,0.726726235,29.78500551
Philadelphia,18-01-2024 03:35,38.92125344,32.80212241,7.615088332,1.433923652
San Diego,06-02-2024 08:14,1.219181086,80.92119169,2.880408229,21.06451534
San Diego,21-04-2024 09:10,27.67014902,87.51496643,9.679012118,21.09958328
Chicago,28-02-2024 22:45,14.85520904,86.57160639,4.767599738,28.52860941
San Diego,12-03-2024 23:19,22.11495631,56.55758366,6.590526372,24.74549954
Philadelphia,13-03-2024 21:50,-2.087914182,63.21813376,5.960339493,4.809396287
Dallas,15-01-2024 10:28,26.28060295,65.50861844,0.572729747,12.62393754
Philadelphia,06-01-2024 20:29,16.02687552,51.16673988,8.832434512,10.28028249
San Diego,29-01-2024 11:42,-7.711212747,31.10560397,6.158593446,20.24604858
Chicago,05-02-2024 20:47,-2.906757224,56.04841031,2.504203146,16.39256506
Philadelphia,04-01-2024 21:49,-7.677347453,51.07128856,5.42837415,11.26083844
Philadelphia,10-01-2024 01:35,12.34392804,52.43445597,1.027663177,8.691191178
Houston,16-05-2024 08:13,37.70862656,85.09945206,1.603278497,28.5169288
San Antonio,11-03-2024 21:11,2.792363376,56.02472655,0.649353097,25.25171564
Philadelphia,01-04-2024 14:38,38.21561554,34.4508006,5.172209641,18.50650608
Houston,29-04-2024 10:06,21.1439024,51.35034795,5.328475261,17.18882635
San Diego,09-04-2024 14:44,30.54380622,33.47614743,0.999573661,24.32367554
Philadelphia,17-02-2024 22:50,34.56294268,76.42961626,6.257929479,7.112827252
Chicago,01-04-2024 16:28,-2.175351748,81.1266878,6.431493238,9.724488812
San Antonio,22-01-2024 13:12,15.37803819,87.2129756,1.259795531,13.42549539
Chicago,16-01-2024 16:39,19.51444973,59.96467598,5.957289509,12.27513975
San Antonio,08-01-2024 02:50,-6.642050583,60.94048664,8.81699937,1.18762057
Los Angeles,09-03-2024 14:58,34.34536729,57.44811154,3.216943699,24.13530243
San Diego,11-04-2024 05:16,-2.144884386,62.08927276,8.905959369,15.9452652
San Diego,18-04-2024 06:29,38.54720932,72.35935025,9.208372791,24.88083937
Chicago,23-03-2024 00:57,27.50899283,47.48599565,3.14821953,29.08699266
San Diego,08-05-2024 18:14,27.54579144,36.59299025,2.260686529,4.957998457
Philadelphia,05-04-2024 14:18,26.78102506,87.91347867,3.026220883,20.32927526
Los Angeles,10-03-2024 06:28,11.95482355,74.50109044,1.687710277,26.68983148
San Antonio,04-04-2024 11:18,19.52977243,67.44529944,6.073876911,21.61600636
Phoenix,20-04-2024 23:04,6.496897819,78.88647087,9.043648248,14.1282719
Phoenix,29-04-2024 09:38,-1.419459853,37.81583366,7.019453257,9.526777351
Houston,15-05-2024 16:25,29.89971449,39.4193066,9.833710493,12.18591578
Dallas,17-02-2024 01:42,4.67848757,53.09661218,6.129100834,4.829853385
Chicago,07-02-2024 01:20,36.01829061,49.16392923,9.97101541,3.900244658
Dallas,04-03-2024 09:33,-0.140940067,40.69797653,4.440038904,22.03017775
San Diego,18-03-2024 12:21,14.98569488,77.75977009,7.080758954,0.496716104
San Antonio,19-03-2024 23:28,-9.828638831,85.16238118,2.69599515,26.09468102
San Jose,10-01-2024 16:25,36.76213033,55.50264194,8.82686566,2.494546244
Phoenix,29-01-2024 13:56,15.73095674,87.80622817,4.103301493,26.95096947
Dallas,26-04-2024 15:28,22.2589424,47.42850859,4.973272415,6.472638338
Los Angeles,22-04-2024 19:38,37.72206436,86.67320258,6.574485114,16.78125665
San Diego,17-01-2024 14:22,24.04393022,65.81787958,7.924380555,18.98594284
Phoenix,19-04-2024 01:14,26.35292913,36.56842099,3.510229725,1.468200963
Phoenix,07-01-2024 18:26,-6.125037778,87.02569583,4.274423885,4.857594673
New York,02-02-2024 17:38,13.21828413,39.55661355,1.727557561,29.65762342
San Antonio,21-04-2024 00:00,30.77853536,70.17466977,8.793936212,2.971725878
Los Angeles,24-01-2024 17:03,26.3250821,52.70478845,4.659431934,14.94339701
San Antonio,25-03-2024 05:18,-4.571413836,44.21379661,9.13801144,21.37351115
San Antonio,13-05-2024 21:33,4.109852432,67.37672682,5.994590426,10.46570329
San Diego,08-01-2024 04:41,1.095153589,41.53203517,5.99535549,11.37633127
Los Angeles,13-01-2024 01:56,16.78650291,71.81234633,2.496720042,0.884671966
New York,03-02-2024 13:18,3.650226747,36.68156571,4.338662885,24.33354869
San Jose,20-03-2024 16:43,6.689804705,68.42804322,6.051476112,5.296591387
Philadelphia,31-03-2024 12:56,24.65895284,69.20016309,6.926919148,0.906819362
Los Angeles,22-03-2024 04:24,-3.29961442,41.63699855,9.256369775,27.60581392
New York,03-01-2024 07:15,2.230754848,77.20631691,1.168047415,23.52023766
San Jose,11-05-2024 13:57,-0.225552345,70.24150565,4.504285249,3.19007448
Phoenix,16-01-2024 21:25,13.40010833,55.09578553,10.22476248,12.44610973
Los Angeles,04-04-2024 06:44,-2.563020645,50.09860929,2.456666114,4.567485435
Philadelphia,26-02-2024 15:08,36.88805171,35.05198233,9.73665295,17.33734557
San Jose,16-05-2024 21:54,-9.751522194,86.21025201,1.411802168,27.2746364
San Diego,22-04-2024 14:25,36.58958116,36.64181928,7.145564431,18.88890387
San Jose,17-03-2024 16:44,25.77763104,36.55868729,3.77394359,11.97215381
New York,06-03-2024 11:03,1.413462723,75.26115659,3.543641523,3.558867493
San Diego,16-03-2024 11:41,-7.12508203,66.56962257,1.002496188,29.60260288
San Antonio,17-03-2024 21:21,24.38953437,58.52626523,9.982728023,14.52791101
New York,11-02-2024 05:50,30.71918594,85.38627761,0.720555567,10.88728195
Houston,28-03-2024 07:17,-3.514246362,38.85526483,8.778360811,18.14661607
Houston,15-01-2024 03:40,25.71089719,58.39434922,4.958277181,2.607583217
New York,19-01-2024 20:56,15.51656061,81.0377378,6.330965342,25.37556244
Chicago,06-01-2024 07:30,1.895875489,56.78427417,9.420125722,24.21385327
Chicago,28-04-2024 05:25,-1.729377507,49.89766358,3.279683028,10.84035696
Chicago,19-03-2024 03:55,16.70131883,80.39665408,1.865047505,2.926837618
Chicago,13-02-2024 00:13,20.49302565,52.80782841,7.461154423,12.00453411
Los Angeles,07-01-2024 00:01,28.69145068,31.41113433,6.061902005,10.37437537
San Diego,01-03-2024 04:51,14.21515219,79.82403472,3.799439517,17.86938833
San Diego,09-02-2024 16:39,32.31659229,54.97830254,4.035054366,3.029188885
